번호,제목,요약,원본링크,네이버뉴스링크,게시일
293,4시간 줄서 맛본 에그슬럿…빗속 300명 '웨이팅' [종합],미 로스앤젤레스(LA) <b>맛집</b> 에그슬럿의 한국 1호점이 10일 서울 봉은사로 스타필드 코엑스몰 밀레니엄 광장에... 쉐이크쉑 관계자는 “지난해 7월 문을 연 ‘<b>부산 서면</b>점’ 이후 두 번째 비수도권 매장을 대구에서... ,https://www.hankyung.com/life/article/202007104797g,https://n.news.naver.com/mnews/article/015/0004377858?sid=103,2020-07-10 11:45:00
294,"SPC삼립, 에그슬럿 매장 오픈 임박… 신성장동력 장착","이곳은 관광객들 사이에서 꼭 방문해야 할 <b>맛집</b>으로 꼽힌다. 현지 미식가들 사이에서도 “파인다이닝 출신... 송도점·<b>부산서면</b>점·종각점, 올해 영등포 타임스퀘어·용산 아이파크몰 등을 오픈해 총 12개 지점을... ",http://www.ceoscoredaily.com/news/article.html?no=71177,http://www.ceoscoredaily.com/news/article.html?no=71177,2020-07-06 07:06:00
295,"고기집창업 프랜차이즈 군자대한곱창, 70호점 돌파","5월 <b>부산서면</b>직영점을 오픈하면서 해당지역의 새로운 <b>맛집</b> 명소로 자리잡으면서 <b>부산</b>대점, <b>부산</b>경성대점, <b>부산</b>남포점까지 새로운 가맹점이 7월중순내 전부 오픈할 예정이다. 계절과 유행을 타지 않으면서도 트렌디한... ",http://www.epnc.co.kr/news/articleView.html?idxno=98787,http://www.epnc.co.kr/news/articleView.html?idxno=98787,2020-06-26 10:52:00
296,"컴퓨터학원 SBS아카데미컴퓨터아트학원, 역대급 할인 제공하는 ‘여름방...","컴퓨터학원 SBS아카데미컴퓨터아트학원 여름방학 특강은 지난 2006년 이래 계속된 방학 특강 <b>맛집</b>... 현재 취업 전문 학원 SBS아카데미컴퓨터아트학원은 강남, 신촌(홍대)을 비롯해 인천 및 <b>부산</b>(<b>서면</b>)지점, 그리고 광주... ",http://edu.donga.com/?p=article&ps=view&at_no=20200623152131283794,http://edu.donga.com/?p=article&ps=view&at_no=20200623152131283794,2020-06-24 10:00:00
297,프랜차이즈 창업 브랜드 군자대한곱창 김해율하점 오픈,"군자본점, 방이점, <b>부산서면</b>점 등 3개의 직영매장을 운영하고 있어서, 오픈전 실제 직영매장에 투입해... 하지만 대한곱창의 경우 20~30대 여성들이 가장 많은 것은 특이할 만한 요소로, 전국민 <b>맛집</b> 아이템으로 자리잡고... ",http://www.mhns.co.kr/news/articleView.html?idxno=409883,http://www.mhns.co.kr/news/articleView.html?idxno=409883,2020-06-11 12:06:00
298,"팅크웨어, 5월 아이나비 전자지도 정기 업그레이드 실시","<b>서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가 새롭게 추가됐다. 또한 이전된 용인 세브란스 병원, 개통된 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점 더불어 전국 주유소, 충전소, <b>맛집</b>... ",http://www.technoa.co.kr/news/articleView.html?idxno=90800,http://www.technoa.co.kr/news/articleView.html?idxno=90800,2020-05-29 19:18:00
299,"팅크웨어, 아이나비 전자지도 업그레이드…전국 33개 도로정보 추가","특히 마산항-가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구... 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(POI, Point of Interest) 더불어 전국 주유소, 충전소, <b>맛집</b>... ",https://www.widedaily.com/news/articleView.html?idxno=202822,https://www.widedaily.com/news/articleView.html?idxno=202822,2020-05-29 10:54:00
300,"팅크웨어, 아이나비 전자지도 5월 업데이트 실시","여기엔 마산항~가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구... 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(Point of Interest)과 더불어 전국 주유소, 충전소, <b>맛집</b>... ",http://www.metroseoul.co.kr/article/20200529500011,http://www.metroseoul.co.kr/article/20200529500011,2020-05-29 09:42:00
301,"팅크웨어, 5월 아이나비 전자지도 정기 업그레이드 실시","마산항-가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가... 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(POI) 더불어 전국 주유소, 충전소, <b>맛집</b>, 프랜차이즈... ",http://www.newsis.com/view/?id=NISX20200528_0001039786&cID=13001&pID=13000,https://n.news.naver.com/mnews/article/003/0009887040?sid=101,2020-05-28 22:14:00
302,"팅크웨어, 5월 아이나비 최신 전자지도 반영","마산항-가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가... 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(POI)과 함께 전국 주유소, 충전소, <b>맛집</b>, 프랜차이즈... ",https://bizn.donga.com/car/3/all/20200528/101262668/1,https://bizn.donga.com/car/3/all/20200528/101262668/1,2020-05-28 18:30:00
303,"팅크웨어, '아이나비' 전자지도 정기 업그레이드","<b>부산 서면</b> 근남 1·2공구 개통을 포함해 전국 33개 시군구 도로 정보를 추가했다. 또 용인 세브란스 병원과 여주재터널, <b>부산</b> 원동역 등 주요 지역 내 관심지점(POI)을 비롯해 전국 주유소와 충전소, <b>맛집</b>, 프랜차이즈 음식점... ",http://www.edaily.co.kr/news/newspath.asp?newsid=04352566625773512,https://n.news.naver.com/mnews/article/018/0004650951?sid=101,2020-05-28 18:11:00
304,"팅크웨어, 5월 아이나비 전자지도 정기 업그레이드","마산항-가포신항 신설 연결도로, <b>부산 서면</b> 근남 1·2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가... 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(POI) 더불어 전국 주유소, 충전소, <b>맛집</b>, 프랜차이즈... ",http://www.electimes.com/article.php?aid=1590656209199341094,http://www.electimes.com/article.php?aid=1590656209199341094,2020-05-28 17:58:00
305,예비창업자 눈길 사로잡는 <b>부산</b> 프랜차이즈,지난해 6월 <b>부산 서면</b>에서 1호점을 열고 현재 전국에 다섯 개 매장을 두고 있다. ◇ 게임·식사 동시에 해결…<b>맛집</b> PC방 '옥스 PC' PC방 창업은 비수기 없이 꾸준히 매출이 발생해 예비창업자들이 항상 주목하고 있다. PC방... ,https://www.nbntv.kr/news/articleView.html?idxno=149795,https://www.nbntv.kr/news/articleView.html?idxno=149795,2020-05-28 17:32:00
306,"팅크웨어, 5월 아이나비 전자지도 정기 업그레이드 실시","마산항-가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가... <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(POI, Point of Interest) 더불어 전국 주유소, 충전소, <b>맛집</b>... ",http://www.lawissue.co.kr/view.php?ud=20200528135713665067191f6c6e_12,http://www.lawissue.co.kr/view.php?ud=20200528135713665067191f6c6e_12,2020-05-28 13:58:00
307,"팅크웨어, 5월 최신 아이나비 전자지도 정기 업그레이드 실시","마산항-가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가... <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(POI, Point of Interest) 더불어 전국 주유소, 충전소, <b>맛집</b>... ",http://www.hg-times.com/news/articleView.html?idxno=216990,http://www.hg-times.com/news/articleView.html?idxno=216990,2020-05-28 13:16:00
308,"팅크웨어, 5월 아이나비 전자지도 업그레이드 실시","마산항-가포신항 신설 연결 도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로 정보가... 여주재터널, <b>부산</b> 원동역 등 이동 및 주요 지역 내 관심 지점과 함께 전국 주유소와 충전소, <b>맛집</b>, 프랜차이즈... ",https://www.news1.kr/articles/?3947698,https://n.news.naver.com/mnews/article/421/0004662854?sid=105,2020-05-28 10:00:00
309,"팅크웨어, 아이나비 전자지도 정기 업그레이드","마산항-가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가... 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(POI)과 더불어 전국 주유소, 충전소, <b>맛집</b>, 프랜차이즈... ",http://www.dt.co.kr/contents.html?article_no=2020052802109932064005&ref=naver,https://n.news.naver.com/mnews/article/029/0002600859?sid=103,2020-05-28 09:44:00
310,"팅크웨어, 5월 아이나비 전자지도 정기 업그레이드 실시","마산항-가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가... <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(POI, Point of Interest) 더불어 전국 주유소, 충전소, <b>맛집</b>... ",http://kbench.com/?q=node/210885,http://kbench.com/?q=node/210885,2020-05-28 09:30:00
311,"팅크웨어, 5월 아이나비 전자지도 정기 업그레이드 실시","<b>서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가 새롭게 추가됐다.또한 이전된 용인 세브란스 병원, 개통된 여주재터널, <b>부산</b> 원동역 등 주요 지역 내 관심지점(POI)과 함께 전국 주유소, 충전소, <b>맛집</b>... ",http://www.asiatoday.co.kr/view.php?key=20200528010015647,http://www.asiatoday.co.kr/view.php?key=20200528010015647,2020-05-28 09:24:00
312,"팅크웨어, 5월 아이나비 전자지도 정기 업그레이드","<b>부산 서면</b> 근남 1·2공구 개통 등 전국 33개의 시군구 도로정보를 추가한다. 이전된 용인 세브란스 병원, 개통된 여주재터널, <b>부산</b> 원동역 등의 위치를 수정한다. 주요 지역 내 관심지점(POI), 주유소, 충전소, <b>맛집</b>... ",http://www.etnews.com/20200528000030,https://n.news.naver.com/mnews/article/030/0002884950?sid=103,2020-05-28 09:17:00
313,"팅크웨어, 5월 아이나비 전자지도 정기 업그레이드 실시","마산항-가포신항 신설 연결도로, <b>부산 서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가... 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점(POI)과 함께 전국 주유소, 충전소, <b>맛집</b>, 프랜차이즈... ",http://www.fnnews.com/news/202005280908091274,https://n.news.naver.com/mnews/article/014/0004432691?sid=101,2020-05-28 09:10:00
314,"팅크웨어, 5월 아이나비 전자지도 정기 업그레이드 실시","<b>서면</b> 근남 1,2공구 개통 등을 포함한 전국 33개의 시군구 도로정보가 새롭게 추가됐다. 또한 이전된 용인 세브란스 병원, 개통된 여주재터널, <b>부산</b> 원동역 등 이동, 주요 지역 내 관심지점 더불어 전국 주유소, 충전소, <b>맛집</b>... ",http://www.thedrive.co.kr/news/newsview.php?ncode=1065571658726862,http://www.thedrive.co.kr/news/newsview.php?ncode=1065571658726862,2020-05-28 09:10:00
315,"고기집창업아이템 군자대한곱창, 미국 뉴저지와 맨하튼 진출","5월에오픈한 <b>부산서면</b>점과 명동점은 오픈당일 만석과 고객 웨이팅이 이어지고, 해당지역의 곱창<b>맛집</b>이자 핫플레이스로 빠르게 입소문이 나고 있다. 곱창프랜차이즈 군자대한곱창은 제주시청점, 건대점, 중계점... ",https://www.thepublic.kr/news/newsview.php?ncode=1065592542270186,https://www.thepublic.kr/news/newsview.php?ncode=1065592542270186,2020-05-18 14:58:00
316,"곱창 프랜차이즈 창업 브랜드 군자대한곱창, <b>부산서면</b>점 오픈 이벤트","군자대한곱창이 <b>부산서면</b>직영매장을 오픈하면서 전국 가맹점 50호점을 돌파한 대한곱창은 군자본점과... 지역의 <b>맛집</b>이자 핫플레이스로 등극하고 있다. 곱창과 부추,김치와 즐기는 이른바 ‘곱창삼합’은 시그니쳐... ",https://www.thepublic.kr/news/newsview.php?ncode=1065589564088545,https://www.thepublic.kr/news/newsview.php?ncode=1065589564088545,2020-05-14 14:08:00
317,"유망 프랜차이즈 창업아이템 군자대한곱창, 5월 14일 <b>부산서면</b>점 오픈","14일 <b>부산서면</b>직영매장을 오픈하게 된다. 전국 가맹점 50호점을 돌파한 대한곱창은 군자본점과 송파방이점... 지역의 <b>맛집</b>이자 핫플레이스로 등극하고 있다. 곱창과 부추,김치와 즐기는 이른바 '곱창삼합'은 시그니쳐... ",http://www.newsfreezone.co.kr/news/articleView.html?idxno=233568,http://www.newsfreezone.co.kr/news/articleView.html?idxno=233568,2020-05-12 11:06:00
